ride_name,baseline_mae,baseline_rmse,baseline_wape,mae,rmse,wape
caroseussel,2.166801771213536,4.019521722647111,0.5113638507233711,1.227203901289154,2.853911398303524,0.2896193463209612
doctor-dooms-fearfall,6.532652758281281,9.96734027572781,0.6514359245832502,5.199080638582903,8.517227149515,0.5184521553644008
the-amazing-adventures-of-spiderman,11.53286528850724,16.704985333926505,0.6208739969564789,5.812074640306462,9.464916870296287,0.3128941440192216
the-cat-in-the-hat,3.8697299803283216,6.4414241783592,0.6611705743992994,2.6935954388932624,5.199023730151251,0.4602197188397351
harry-potter-and-the-forbidden-journey,19.148905596398865,26.087034741259608,1.0095926934218549,7.975830120797244,12.913342650930602,0.4205117505746746
flight-of-the-hippogriff,13.503233739354778,19.19033501398719,0.5249341718254223,8.17493886875833,12.67630351256486,0.3177983028086235
hogwarts-express-hogsmeade-station,10.427002896432372,15.847172450651875,0.7861102784219088,5.4192429759821135,9.356420683079346,0.4085663586170951
one-fish-two-fish-red-fish-blue-fish,6.820041546727989,10.60891795561511,0.7359101141127599,4.082974513434355,7.073873036990049,0.4405694920645339
the-high-in-the-sky-seuss-trolley-train-ride,7.711372282292371,11.542222915454614,0.6828707296875463,5.26860150625957,8.410799100381526,0.4665542815607479
the-incredible-hulk-coaster,9.579590146399996,15.805253541035356,0.5303056708778684,7.575608003417375,12.453516388509463,0.4193694952669504
popeye-blutos-bilgerat-barges,5.041590008828445,7.9562750368320785,0.6632365047818501,2.691893227507786,5.180467799268204,0.3541267442080399
jurassic-park-river-adventure,6.835460387476838,10.94592990201633,0.6752957411760251,5.551648733819273,9.288607361204066,0.5484641171093523
pteranodon-flyers,9.681679077973834,14.629406260071068,0.4402085836167616,6.036837420706149,9.64227464153064,0.2744841704721693
skull-island-reign-of-kong,22.96622649880497,32.05449941749862,1.369241821697775,8.762523969118416,13.045276472503138,0.5224199231323668
storm-force-accelatron,3.3386787629877333,5.488181427744668,0.8866499298879963,1.373395181146841,2.6270589226143626,0.3647313286237328
hagrids-magical-creatures-motorbike-adventure,25.893580103620607,40.31533584824802,0.3384917806060608,20.35985723535426,33.022796492965824,0.2661526255118593
jurassic-world-velocicoaster,16.115691618400962,23.3873862341652,0.454860836669325,12.31762936450665,18.65134519202677,0.3476616040558131
dudley-dorights-ripsaw-falls,11.546004450388493,18.366954670754016,0.629088213635827,7.464216869142055,13.037824773823818,0.4066905462037122
